city,rank,name,stars,review_count,checkin_count,combined_score
Eaux Claires,1,McDonald's,1.5,13,25,0.12065916015950624
EdMonton,1,Browns Socialhouse West Henday,3.5,43,44,0.2819576905910904
EdMonton,2,Browns Socialhouse Manning,3.5,27,56,0.28139248070232564
Eddystone,1,Portobello Cafe,4.0,137,112,0.32607513053784387
Eddystone,2,Vicki's Cold Cuts,4.0,13,1,0.32052108099411813
Eddystone,3,ShopRite of Eddystone,3.0,15,39,0.24081898752324835
Eddystone,4,Ming's Garden,2.5,16,17,0.20073205554694204
Eddystone,5,McDonald's,2.5,15,21,0.20071542814920726
Edgemont,1,Anise Pizza and Grill,2.0,20,11,0.16085609812345975
Edgewater Park,1,Delicious Dishes,4.0,80,62,0.32352795186787997
Edgewater Park,2,Jonathan Motorcars,4.0,12,1,0.320481440402152
Edgewater Park,3,Auto Direct Cars,3.5,65,4,0.2825996516720326
Edgewater Park,4,The 45th Street Pub,3.0,57,133,0.24302470245026458
Edgewater Park,5,Crystal Diner,3.0,29,22,0.2412761497352915
Edgmont,1,Starbucks,4.0,18,113,0.3213636533924271
Edmonton,1,Canadian Blood Services,5.0,14,259,0.40204507261400696
Edmonton,2,Evoolution,5.0,42,65,0.4020388692688389
Edmonton,3,The Bedouins,5.0,40,14,0.4016661698584567
Edmonton,4,Deadmonton Haunted House,5.0,33,54,0.40161881765700713
Edmonton,5,Blitz Conditioning,5.0,18,128,0.40144995287079466
Edmonton City Centre,1,LASIK MD,4.0,18,20,0.320828596626548
Edwardsville,1,The Cup,5.0,53,56,0.4024231360934462
Edwardsville,2,Ark Animal Hospital,5.0,15,3,0.40061186877516614
Edwardsville,3,Queen's Cuisine,5.0,14,4,0.4005779814817578
Edwardsville,4,Eaker's Family Barber Shop,5.0,11,20,0.40055111248278474
Edwardsville,5,CBC Home Inspections,5.0,12,0,0.4004756871035941
Edwardsville,5,Mike's iPhone Repair Service,5.0,12,0,0.4004756871035941
Elkins Park,1,Le Onde Ristorante,5.0,19,1,0.40075892454591516
Elkins Park,2,Greater Philadelphia Oral Surgery,5.0,16,9,0.4006860291584794
Elkins Park,3,bdk mint,5.0,13,2,0.40052683429267594
Elkins Park,4,All Stars Haircut,5.0,11,14,0.4005165926914377
Elkins Park,5,A Piece Of Cake And Candy too!,5.0,12,3,0.40049294699926763
Elmer,1,Sal's Pizza & Restaurant,4.5,13,4,0.36053834088979164
Elmer,2,Anderson's Country Store,4.5,12,8,0.36052171349205686
Elmer,3,The New Dodge's Market,4.0,69,57,0.3230631388634629
Elmer,4,Elmer Diner,3.5,46,27,0.2819788062915056
Elmer,5,Kountry Kitchen Restaurant,3.5,38,57,0.2818342805125114
Elmwood,1,Kneaded Relief Massage Therapy,5.0,16,16,0.40072630224838424
Elmwood,2,Waxing The City,4.5,56,78,0.3626686304376172
Elmwood,3,GeauxFit Training,4.5,14,10,0.3606125012731049
Elmwood,4,Tint World,4.5,11,0,0.36043604651162797
Elmwood,5,Boulevard American Bistro,4.0,86,87,0.32390962788362304
Elsmere,1,Omka Grill & Sushi,4.5,20,22,0.36091938440759597
Elsmere,2,Dogtopia of Elsmere,4.0,23,17,0.32100953969070534
Elverson,1,Peter J. Camiel Travel Plaza,4.0,21,157,0.3217357203048706
Elverson,2,Starbucks,2.5,13,45,0.20077422613066306
Elverson,3,Roy Rogers,2.0,21,36,0.16103957117937193
Enoch,1,River Cree Resort and Casino,3.0,50,272,0.2435469268060411
Enoch,2,Tap 25,3.0,21,73,0.24125244322601194
Enoch,3,The Venue,3.0,12,68,0.24086691140552718
Erdenheim,1,Southern Belle 2.0,4.5,19,3,0.36077043114303087
Erdenheim,2,Fairlane Grill,4.0,76,87,0.3235132219639613
Erdenheim,3,Chestnut Hill Animal Hospital,3.5,18,4,0.2807365438496225
Erdenheim,4,"Coupe Flowers, Inc.",3.5,11,5,0.2804648130044171
Erdenheim,5,Enterprise Rent-A-Car,3.5,11,1,0.28044179981018574
Erial,1,Gallery Pizza,4.5,28,11,0.3611732228591892
Essington,1,H & H Heating and Air Conditioning,5.0,16,0,0.4006342494714588
Essington,2,Monaghan's Irish Pub,4.5,167,225,0.367914471033865
Essington,3,Smart Park,4.5,165,124,0.3672541066955908
Essington,4,Big Joe's Sandwich Shop,4.5,98,95,0.36443134137567984
Essington,5,Millers Luncheonette,4.5,48,56,0.36222493313361537
Evesham,1,Chef Zhang,5.0,14,4,0.4005779814817578
Evesham,2,Escape Room Challenge,4.5,22,41,0.36110797826412727
Evesham,3,Howard Hill Furniture,4.5,11,10,0.3604935794972064
Evesham,4,Wawa,4.0,13,351,0.32253473548936207
Evesham,5,Longshore Breakfast and Lunch,4.0,40,24,0.3217237028440352
Evesham Township,1,Kiora Nail Spa,4.5,79,17,0.363229412840811
Evesham Township,2,Cups and Cones,4.5,57,154,0.36314552171997927
Evesham Township,3,Zed's Beer Bado Brewing,4.5,42,103,0.36225749461403683
Evesham Township,4,Marino's Kitchen,4.5,45,31,0.3619621788937709
Evesham Township,5,73 Seafood Restaurant,4.5,15,24,0.3607326880448808
Evshm Twp,1,Billig Jewelers,4.5,34,5,0.36137654661963914
Ewing,1,Indigrill,4.5,43,51,0.36199796368099535
Ewing,2,Ajika Ramen,4.5,35,15,0.3614737201971837
Ewing,3,Ewing Cakes & Pasteries,4.5,18,26,0.36086311641789504
Ewing,4,Gold Star Hair Cutting & Styling,4.5,12,1,0.36048144040215196
Ewing,5,Cafe Seventy Two,4.0,469,704,0.34264175981685463
Ewing Township,1,Where's the Food,5.0,16,5,0.400663015964248
Ewing Township,2,Empower Yoga,5.0,12,6,0.40051020689494116
Ewing Township,3,Blooming Grove Inn,4.5,103,105,0.36468707732108907
Ewing Township,4,Cattani Catering & Kitchen,4.5,52,25,0.3622051432461871
Ewing Township,5,The Tanning Zone,4.5,27,21,0.36119111525280134
Exton,1,Maridadi Couture,5.0,31,4,0.40125187154518277
Exton,2,Blue Buddha Healing Arts,5.0,23,11,0.4009750198993583
Exton,3,Evolution Salon,5.0,16,2,0.4006457560685745
Exton,4,Welsh Automotive Specialties,5.0,14,1,0.4005607215860843
Exton,5,Kisses Sweet Spa,5.0,13,3,0.4005325875912338
Fairland,1,Pleasant View Orchard,4.5,42,88,0.36217119513566925
Fairless Hills,1,Fairless Hills Produce Center,5.0,13,13,0.40059012057681215
Fairless Hills,2,Beef Jerky Outlet,5.0,12,5,0.4005044535963833
Fairless Hills,3,Top It Frozen Yogurt Cafe,4.5,37,302,0.36320419806721604
Fairless Hills,4,Smile Culture Dental,4.5,62,37,0.36267058874854285
Fairless Hills,5,Johnny Longhots,4.5,50,14,0.36206257577811846
Fairmont City,1,Mi Tierra Bonita,4.5,47,58,0.3621967991387649
Fairmont City,2,Tienda El Ranchito,4.0,71,164,0.32375802299308415
Fairview,1,"Mid-State Air Conditioning, Heating & Plumbing",3.5,13,0,0.2805153276955602
Fairview,2,Country Cafe,3.0,19,6,0.24078769103870432
Fairview Heights,1,Nothing Bundt Cakes,5.0,30,15,0.40127551723735283
Fairview Heights,2,Sushi Tatsu,4.5,179,303,0.36883891542497055
Fairview Heights,3,Taqueria Olvera,4.5,189,158,0.3684010930537455
Fairview Heights,4,Lilly Gyros,4.5,163,204,0.36763508939628564
Fairview Heights,5,Fairview Lounge,4.5,140,158,0.366458704047403
Fairview Hts,1,Petco,3.5,13,65,0.2808892921018198
Fairview Hts,2,TGI Fridays,2.0,110,155,0.16525222639274428
Fairview Hts.,1,White Castle,2.5,24,50,0.20123903913508015
Fairview Hts.,2,Wendy's,2.0,20,28,0.160953904198943
Fairview Village,1,City Restaurant,4.0,94,321,0.3255730244818869
Fairview Village,2,El Taquito,4.0,46,27,0.3219788062915057
Fallsington,1,Trenton Road Take Out,4.5,26,35,0.36123202084064493
Feasterville,1,Cheese Dawgs,5.0,118,96,0.4052299065135611
Feasterville,2,Hollywood Tans,5.0,16,15,0.4007205489498264
Feasterville,3,Covered Bridge Coffee Roasters,5.0,14,13,0.40062976116877835
Feasterville,4,Royal Touch Cleaning,5.0,12,0,0.4004756871035941
Feasterville,5,Shades of Gray,4.5,76,76,0.3634499356798251
Feasterville Trevose,1,American Crab Co,4.5,85,88,0.36387574059021466
Feasterville Trevose,2,Santorini Gyro,4.5,67,19,0.3627652323343326
Feasterville Trevose,3,Stabeno's Pizzeria,4.5,58,21,0.3624199736037527
Feasterville Trevose,4,Guy's Bicycles,4.5,44,51,0.3620376042729615
Feasterville Trevose,5,Village Pantry,4.5,30,9,0.36124099744600585
Feasterville-Trevose,1,Roma's Italian Specialty Market & Deli,5.0,33,8,0.4013541659233465
Feasterville-Trevose,2,Valor Tattoo,5.0,14,6,0.4005894880788735
Feasterville-Trevose,3,Mama Russo’s Pizzeria,5.0,14,3,0.4005722281832
Feasterville-Trevose,4,Andale Latino Grill,4.5,194,170,0.36866833559627044
Feasterville-Trevose,5,Musashi Exotic Japanese Cuisine,4.5,175,148,0.36778859178064066
"Feasterville-Trevose, PA",1,Fischer's Appliance Repair,4.5,57,0,0.36225951374207194
Feasterville-trevose,1,Burger King,3.0,16,60,0.24097944738492916
Feastville,1,Best Photo,4.5,11,2,0.36044755310874366
Fenton,1,Usha's Alteration & Tailoring,5.0,31,22,0.4013554309192239
Fenton,2,Far Below Retail Furniture And Mattress,5.0,16,7,0.4006745225613637
Fenton,3,Modern Weapon Systems,5.0,16,4,0.4006572626656902
Fenton,4,Stella Blues Vapors,5.0,12,10,0.4005332200891725
Fenton,5,Russell’s Cafe & Bakery,4.5,189,421,0.3699142105744574
Ferguson,1,Drake's Place Restaurant & BBQ Smokehouse,4.5,112,77,0.36488275028916517
Ferguson,2,Faraci Pizza,4.5,40,57,0.36191356169644384
Ferguson,3,Montrey's Cigar Lounge,4.5,24,42,0.36119301274661747
Ferguson,4,Baked Wood-fired Pizza,4.5,24,18,0.3610549335812293
Ferguson,5,Pop Pop Hurray,4.5,17,29,0.36084073572160236
Festerville,1,Jack's Delicatessen,3.5,31,49,0.2815107699802855
Fieldsboro,1,Cool Cricket,3.5,24,221,0.28222285318847073
Fishers,1,Ali'i Poke Fishers,5.0,124,87,0.4054159703783376
Fishers,2,The Escape Room Fishers,5.0,120,45,0.4050157694710436
Fishers,3,Nothing Bundt Cakes,5.0,85,40,0.4035995822594383
Fishers,4,Heather Brown Face and Body Studio,5.0,59,68,0.4027300192279374
Fishers,5,Northside Window & Gutter Cleaning,5.0,36,0,0.40142706131078226
Flanders,1,Metro Grille,3.0,17,18,0.24077744943746604
Florence,1,Rocco's Pizza & Italian Restaurant,4.5,34,34,0.36154339227781646
Florence,2,Debbie's Snack Shop,4.0,12,15,0.3205619865819617
Florence,3,Mario & Franks 1,3.5,38,24,0.28164442166010273
Florence,4,Nook's Pour House,3.0,58,74,0.24272489842731818
Florence,5,BT Restaurant and Tavern,3.0,52,112,0.24270568022071906
Florence Township,1,Tony Sopranos Pizza,3.0,21,4,0.24085546562552101
Florissant,1,Hot & New - Latte Lounge,5.0,27,32,0.4012544015369376
Florissant,2,Donut Delight,5.0,18,22,0.40084010322366365
Florissant,3,Real McCoy’s Grill,5.0,16,4,0.4006572626656902
Florissant,4,Street Life Mobile Food Service,5.0,13,12,0.4005843672782543
Florissant,5,Smoke & Sip,5.0,11,15,0.40052234598999553
Flourtown,1,Karla's Kitchen,5.0,23,8,0.40095776000368477
Flourtown,2,Flourtown Country Club,5.0,13,26,0.4006649134580641
Flourtown,3,Flourtown Service Center,5.0,11,13,0.40051083939287985
Flourtown,4,Fedora Salon & Spa,4.5,54,12,0.3622096315488675
Flourtown,5,El Limon Flourtown,4.0,69,33,0.3229250596980748
Folcroft,1,Best in Town Handyman Services,5.0,11,0,0.40043604651162795
Folcroft,2,Leo's Steak Shop,4.5,495,433,0.38211327129880046
Folcroft,3,Danny's Hamburgers,4.5,21,17,0.36093025850677296
Folcroft,4,Chick-A-Boom,4.5,20,13,0.3608676047205754
Folcroft,5,Folcroft Diner,4.0,120,130,0.32550479984846004
Folsom,1,Pappy's Crab House,5.0,18,25,0.4008573631193372
Folsom,2,Viman Thai Cuisine,4.5,195,241,0.3691164603858432
Folsom,3,Big Daddy'z BBQ & Grill,4.5,158,227,0.3675692123032851
Folsom,4,Mike and Emma's Sandwich Shop,4.5,65,49,0.36285855010713547
Folsom,5,Carmen's Pizza,4.5,29,33,0.3613394360194278
Fort Washington,1,Fort Washington Veterinary Hospital,4.5,24,31,0.36112972646248126
Fort Washington,2,Pi Dental Center,4.5,13,2,0.36052683429267596
Fort Washington,3,Cantina Feliz,4.0,437,583,0.34067711174843845
Fort Washington,4,Zakes Cafe,4.0,330,533,0.33614790348016593
Fort Washington,5,Hungry Bear Cafe,4.0,182,244,0.32861839258595654
Fortville,1,Simeri's Italian,3.5,38,98,0.2820701657533829
Foster Pond,1,Dreamland Palace German Restaurant,3.5,70,44,0.28302798657417705
Fountainville,1,Hollywood Nails & Spa,3.5,11,1,0.28044179981018574
Fountainville,2,Eagles Peak Spring Water,2.0,18,0,0.16071353065539115
Fox Street,1,ShopRite of Fox Street,3.0,52,165,0.24301060504428457
Franconia,1,Family Heritage,2.5,38,62,0.20186304700530067
Franklin,1,Yats,5.0,623,326,0.4265716641247818
Franklin,2,Brown Bag,5.0,133,131,0.40602588084257807
Franklin,3,Brazilian Wax Studio,5.0,128,101,0.405655078926012
Franklin,4,Lotz Civil War House Museum,5.0,122,98,0.4053999754785415
Franklin,5,Super Express Lube,5.0,76,374,0.4051644186500613
Franklin ,1,Vital Form Chiropractic,5.0,28,5,0.4011387030678421
Franklinville,1,Franklinville Inn,4.5,182,125,0.36793375005757356
Franklinville,2,The Bagel Barn,4.0,27,17,0.32116810205857
Franklinville,3,China Cafe,4.0,18,34,0.32090914280635774
Franklinville,4,Fresh N Clean Carpet & Upholstery Care,4.0,18,0,0.3207135306553912
Franklinville,5,Carollo's Ristorante,3.5,56,50,0.28250753807799767
Frazer,1,Cedars Cafe,4.5,95,223,0.3650488418151848
Frazer,2,MENtality Barbers,4.5,32,50,0.3615561638708096
Frazer,3,Pinnacle Eye Care,4.5,12,3,0.36049294699926765
Frazer,4,John's Pizza,4.0,66,190,0.3237094057957571
Frazer,5,India House,4.0,34,20,0.32146284609800674
Freeburg,1,Reifschneider's Grill & Grape,4.0,62,166,0.3234127642625042
Freeburg,2,Valentine's Restaurant,4.0,30,57,0.32151715577678214
Freeburg,3,Tequila's Mexican Restaurant,4.0,20,69,0.32118978943981447
French Quarter,1,Lord Chaz Tours,4.5,69,14,0.36281574702547575
French Quarter - CBD,1,Creole Tomato Festival,4.0,11,49,0.32071795814096216
Frontenac,1,Shack Breakfast & Lunch,4.5,469,1088,0.38485102646306507
Frontenac,2,Plaza Frontenac Cinema,4.0,60,322,0.32423099765359487
Frontenac,3,Grassi's Ristorante & Deli,4.0,79,128,0.32386802898073125
Frontenac,4,BrickTop's,3.5,267,642,0.2942776557291014
Frontenac,5,Sugo's Spaghetteria,3.5,208,347,0.29024163772853445
Furlong,1,Wycombe Vineyards,4.5,80,111,0.3638098634972141
Furlong,2,Riah Hair Studio,4.5,12,3,0.36049294699926765
Furlong,3,Boudoir Beauty Bar,4.5,12,0,0.3604756871035941
Furlong,4,Froehlich's Farm & Garden Center,4.0,11,13,0.3205108393928799
Furlong,5,Back To the 50S,3.5,41,59,0.2819647088855256
Gallatin,1,Campione's Taste of Chicago,5.0,206,276,0.4097538723469955
Gallatin,2,La Michoacana Delicious,5.0,24,26,0.40110095996969203
Gallatin,3,Epic Eatery,5.0,15,6,0.40062912867083966
Gallatin,4,Top Hog,4.5,140,91,0.3660732330440277
Gallatin,5,Sapporo,4.5,110,124,0.36507387413745124
Garden City,1,Dent Artist Paintless Dent Removal,5.0,105,9,0.4042140418434688
Garden City,2,Garage Door Store Boise,5.0,34,1,0.40135353342540775
Garden City,3,Carl's Auto Repair,5.0,29,5,0.40117834365980826
Garden City,4,County Line Brewing,5.0,18,32,0.40089763620924207
Garden City,5,Coiled Wines,5.0,14,35,0.40075633373705083
Gardenville,1,Gardenville Hotel,4.0,44,65,0.32211815045277126
Garnet Valley,1,Booths Corner Farmers Market,4.5,74,429,0.3654015688868102
Garnet Valley,2,Kapow Kitchen,4.5,32,47,0.36153890397513605
Garnet Valley,3,Bethel Cleaning Services,4.5,19,3,0.36077043114303087
Garnet Valley,4,Gia's Steaks and Hoagies,4.5,15,13,0.3606694017607445
Garnet Valley,5,Farm To You Kitchen,4.0,60,73,0.3227984263126928
Gentilly,1,The Original Italian Pie,3.0,27,32,0.24125440153693756
Gibbsboro,1,Blueberry Hill Trail,4.5,26,32,0.36121476094497146
Gibbsboro,2,The ChopHouse,4.0,256,309,0.33192576079771297
Gibbsboro,3,Masso's Deli & Pizzeria,3.5,53,63,0.28246340918335106
